Country,Indicator,Measure Names,Year,Measure Values
New Zealand,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,1.541482449
New Zealand,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,9
Nicaragua,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.215738133
Nicaragua,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,18.09523773
Nicaragua,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.801350534
Nicaragua,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,8
Niger,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.225093991
Niger,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,11.4285717
Niger,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-1.260566473
Niger,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,6
Nigeria,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.215738133
Nigeria,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,4.285714149
Nigeria,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-2.192699909
Nigeria,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,8
Niue,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,
Niue,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,
Niue,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,
Niue,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,
Norway,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.211271018
Norway,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,90.47618866
Norway,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,1.153804302
Norway,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,9
Oman,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.225093991
Oman,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,68.57142639
Oman,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.654591203
Oman,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,6
Pakistan,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.215738133
Pakistan,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,3.333333254
Pakistan,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-2.267434835
Pakistan,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,8
Palau,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.596735895
Palau,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,77.61904907
Palau,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.862738311
Palau,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,1
Panama,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.215738133
Panama,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,56.19047546
Panama,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.277154714
Panama,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,8
Papua New Guinea,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.230157584
Papua New Guinea,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,22.8571434
Papua New Guinea,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.666998088
Papua New Guinea,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,5
Paraguay,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.220985532
Paraguay,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,42.38095093
Paraguay,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.119297512
Paraguay,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,7
Peru,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.211271018
Peru,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,37.1428566
Peru,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.2593005
Peru,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,9
Philippines,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.211271018
Philippines,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,12.85714245
Philippines,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-1.121843934
Philippines,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,9
Poland,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.211271018
Poland,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,65.7142868
Poland,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.545012355
Poland,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,9
Portugal,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.211271018
Portugal,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,89.52381134
Portugal,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,1.140031457
Portugal,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,9
Puerto Rico,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.239692003
Puerto Rico,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,59.04761887
Puerto Rico,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.400011331
Puerto Rico,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,4
Qatar,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.216191754
Qatar,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,69.04762268
Qatar,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.678372383
Qatar,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,8
Réunion,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.325574338
Réunion,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,55.7142868
Réunion,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.269214123
Réunion,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,1
Romania,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.211271018
Romania,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,48.57143021
Romania,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.059308205
Romania,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,9
Russian Federation,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.211271018
Russian Federation,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,29.04761887
Russian Federation,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.50372088
Russian Federation,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,9
Rwanda,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.229383603
Rwanda,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,52.8571434
Rwanda,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.115950741
Rwanda,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,6
Samoa,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.263841808
Samoa,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,91.42857361
Samoa,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,1.1867553
Samoa,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,3
San Marino,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.596735895
San Marino,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,77.61904907
San Marino,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.862738311
San Marino,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,1
São Tomé and Principe,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.239692003
São Tomé and Principe,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,64.2857132
São Tomé and Principe,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.533567071
São Tomé and Principe,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,4
Saudi Arabia,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.216191754
Saudi Arabia,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,28.5714283
Saudi Arabia,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.518111348
Saudi Arabia,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,8
Senegal,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.215738133
Senegal,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,42.8571434
Senegal,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.088632748
Senegal,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,8
Serbia,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.215738133
Serbia,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,49.52381134
Serbia,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.082477368
Serbia,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,8
Seychelles,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.234749258
Seychelles,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,69.52381134
Seychelles,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.697019696
Seychelles,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,5
Sierra Leone,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.220183909
Sierra Leone,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,44.2857132
Sierra Leone,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.029891638
Sierra Leone,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,7
Singapore,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.211271018
Singapore,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,98.57142639
Singapore,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,1.510338783
Singapore,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,9
Slovak Republic,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.216191754
Slovak Republic,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,72.38095093
Slovak Republic,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.750438273
Slovak Republic,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,8
Slovenia,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.211271018
Slovenia,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,80
Slovenia,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.910918295
Slovenia,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,9
Solomon Islands,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.263841808
Solomon Islands,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,57.1428566
Solomon Islands,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.300414711
Solomon Islands,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,3
Somalia,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.225093991
Somalia,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,3.809523821
Somalia,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-2.219771385
